"new_key","lat_dd","long_dd","mdnrid","nhdid"
"48-480",46.64193,-85.40732,"L24004","109943660"
"48-481",46.64471,-85.4251,"L31167","109943654"
"48-485",46.64749,-85.45093,"L31370","109943662"
"48-487",46.63227,-85.45337,"L29826","109943846"
"48-488",46.63332,-85.46066,"L29012","109943820"
"48-49",46.28749,-85.73899,"L26910","44362910"
"48-50",46.28665,-85.66538,"L23511","44362828"
"48-513",46.61378,-85.40448,"L26809","109944004"
"48-52",46.27304,-85.65593,"L27016","44362950"
"48-521",46.61214,-85.41158,"L25012","109944044"
"48-53",46.23332,-85.78343,"L23878","44363696"
"48-544",46.59871,-85.41003,"L29089","109944196"
"48-545",46.59646,-85.4165,"L24694","109944232"
"48-547",46.59608,-85.40407,"L23716","109944224"
"48-55",46.30193,-85.78065,"L27480","44362736"
"48-553",46.60019,-85.42165,"L23473","109944176"
"48-558",46.60654,-85.39371,"L28345","109944080"
"48-561",46.60651,-85.40359,"L29888","109944084"
"48-566",46.66943,-85.63177,"L28168","109943604"
"48-567",46.62648,-85.59939,"L29152","109944050"
"48-570",46.64848,-85.51977,"L23912","109943706"
"48-573",46.6311,-85.59649,"L24188","109943956"
"48-577",46.62388,-85.60566,"L23223","109944058"
"48-58",46.26221,-85.75038,"L26820","44363206"
"48-583",46.6261,-85.5076,"L27940","109943970"
"48-592",46.60832,-85.56232,"L31239","109944218"
"48-597",46.59902,-85.55938,"L30161","109944266"
"48-601",46.66971,-85.66093,"L28140","109943606"
"48-604",46.67304,-85.67066,"L28291","109943600"
"48-608",46.66249,-85.7126,"L30131","109943694"
"48-609",46.66999,-85.71899,"L29013","109943640"
"48-61",46.40415,-85.32677,"L26660","86671421"
"48-612",46.65527,-85.73038,"L31735","109943830"
"48-613",46.65665,-85.73954,"L27281","109943814"
"48-615",46.65486,-85.67246,"L26752","109943780"
"48-619",46.61665,-85.65732,"L23235","109944216"
"48-620",46.61193,-85.66677,"L31685","109944250"
"48-621",46.60638,-85.67371,"L25688","109944274"
"48-622",46.60527,-85.67982,"L29705","109944284"
"48-623",46.6061,-85.68871,"L23741","109944280"
"48-628",46.60165,-85.74454,"L23894","109944380"
"48-634",46.59888,-85.68066,"L28072","109944360"
"48-636",46.59313,-85.68367,"L23168","109944460"
"48-639",46.6011,-85.6601,"L31794","109944316"
"48-640",46.59915,-85.66454,"L29707","109944358"
"48-641",46.59582,-85.65899,"L24814","109944384"
"48-641.1",46.58743,-85.67229,"L28507","109944532"
"48-642",46.59693,-85.6751,"L27460","109944382"
"48-643",46.59943,-85.67038,"L27263","109944322"
"48-646",46.59693,-85.65093,"L24959","109944364"
"48-650",46.66249,-85.75316,"L23467","109943746"
"48-653",46.66332,-85.82038,"L25622","109943788"
"48-654",46.65804,-85.78343,"L24957","109943834"
"48-655",46.65665,-85.77593,"L30735","109943826"
"48-66",46.36138,-85.3501,"L27644","86671603"
"48-660",46.59457,-85.85999,"L29148","109944594"
"48-664",46.59726,-85.8587,"L23209","109944564"
"48-673",46.59943,-85.75454,"L23901","109944428"
"48-676",46.74783,-85.24804,"L28538","109943376"
"48-677",46.71277,-85.36149,"L31144","109943400"
"48-681",46.70082,-85.32704,"L29477","109943412"
"48-685",46.69415,-85.35371,"L27685","109943422"
"48-70",46.42027,-85.43871,"L24275","86671379"
"48-703",46.68138,-85.82427,"L25707","109943622"
"48-713",46.41795,-85.62968,"L30740","86671457"
"48-714",46.41447,-85.62664,"L27397","86671483"
"48-715",46.64205,-85.76752,"L28589","109943906"
"48-718",46.4294,-85.66138,"L27696","86671429"
"48-719",46.53899,-85.7038,"L28547","109945090"
"48-72",46.40388,-85.4301,"L26653","86671451"
"48-720",46.53513,-85.70355,"L31423","109945188"
"48-721",46.63464,-85.59859,"L31247","109943902"
"48-722",46.55214,-85.72068,"L29462","109944946"
"48-723",46.61201,-85.45837,"L27791","109944076"
"48-724",46.41368,-85.37192,"L27096","86671397"
"48-725",46.64978,-85.50756,"L24389","109943682"
"48-726",46.64845,-85.51354,"L26714","109943698"
"48-727",46.64898,-85.50816,"L30995","109943696"
"48-728",46.65069,-85.50635,"L23549","109943678"
"48-729",46.64817,-85.50967,"L25621","109943702"
"48-730",46.6469,-85.51364,"L26821","109943730"
"48-731",46.64657,-85.51609,"L27102","109943734"
"48-732",46.64638,-85.51487,"L25078","109943738"
"48-733",46.64537,-85.51564,"L23772","109943756"
"48-734",46.25138,-85.39968,NA,NA
"48-735",46.25035,-85.40007,NA,NA
"48-736",46.58297,-85.67892,"L24005","109944588"
"48-737",46.45285,-85.48356,"L32076","86671117"
"48-738",46.64886,-85.31473,"L23305","109943558"
"48-739",46.39841,-85.86381,"L48351",NA
"48-740",46.35439,-85.54889,"L27865","86671725"
"48-741",46.67446,-85.65952,"L27749","109943582"
"48-78",46.41165,-85.55704,"L26179","86671467"
"48-80",46.39314,-85.60044,"L32060","86671547"
"48-89",46.40883,-85.6176,"L28237","86671501"
"49-1",45.77221,-84.39732,"L48199",NA
"49-100",46.06582,-85.57927,"L31197","118044865"
"49-103",46.06582,-85.59704,"L25960","118044889"
"49-106",46.06471,-85.63815,"L40379","118044903"
"49-11",45.7461,-84.39796,"L48187",NA
"49-112",46.05665,-85.67065,NA,NA
"49-113",46.04665,-85.62621,"L41835","118045003"
"49-114",46.03554,-85.62899,"L39946","118045083"
"49-117",46.0136,-85.65038,"L8035","118045157"
"49-118",46.0236,-85.63232,"L10681","118045111"
"49-119",46.00971,-85.64482,"L832","118045195"
"49-12",45.72976,-84.41609,"L48186",NA
"49-120",46.01777,-85.63315,"L2310","118045155"
"49-122",46.00193,-85.65927,"L42648","118045231"
"49-126",45.9911,-85.66871,"L43057","118045379"
"49-127",46.07915,-85.80427,"L40096","118044909"
"49-128",46.05738,-85.849,"L41259","118045053"
"49-13",45.87749,-84.75649,"L8503","118045583"
"49-130",46.01332,-85.86288,"L37655","118045259"
"49-131",46.02249,-85.83177,"L37161","118045191"
"49-133",45.99638,-85.75343,"L37333","118045373"
"49-134",46.00138,-85.77927,"L36897","118045311"
"49-135",46.00249,-85.85732,"L37940","118045389"
"49-136",45.99389,-85.83931,"L42727","118045435"
"49-137",45.99415,-85.81639,"L37986","118045433"
"49-14",45.88166,-84.80454,"L9901","118045593"
"49-151",46.12804,-84.53177,"L27178","123110973"
"49-152",46.10554,-84.52371,"L30460","123111049"
"49-153",46.1111,-84.49593,"L28134","111830921"
"49-154",46.10416,-84.50343,"L31553","120018907"
"49-16",45.88693,-84.82121,"L6522","118045589"
"49-166",46.12638,-84.80427,"L24096","123111060"
"49-167",46.12666,-84.77899,"L31414","123111051"
"49-17",45.87499,-84.78649,"L6192","118045607"
"49-172",46.13193,-84.95232,"L30975","123111069"
"49-175",46.13166,-85.09754,"L25068","123111094"
"49-176",46.14286,-85.08178,"L28784","123111065"
"49-19",45.96221,-84.31843,"L48180",NA
"49-192",46.07416,-84.81315,"L26292","123111223"
"49-20",45.97999,-84.52482,"L29590","123111700"
"49-201",46.14554,-85.19677,"L23406","118043967"
"49-202",46.15415,-85.22454,"L28037","118043949"
"49-208",46.13193,-85.17871,"L24060","118044135"
"49-21",45.98228,-84.6972,"L24236","118044935"
"49-213",46.11888,-85.17288,"L28233","118044231"
"49-216",46.10388,-85.19538,"L23998","118044385"
"49-217",46.10471,-85.17482,"L25838","118044377"
"49-219",46.11082,-85.15343,"L28096","118044347"
"49-228",46.15193,-85.24482,"L27326","118043991"
"49-229",46.14527,-85.25204,"L31438","118044067"
"49-230-236",46.14554,-85.26704,"L23670","118044077"
"49-237",46.15665,-85.29649,"L25636","118043971"
"49-240",46.13082,-85.34704,"L28518","118044269"
"49-254",46.11443,-85.45954,"L29242","118044447"
"49-26",45.98223,-84.74733,"L28431","118044963"
"49-261",46.14773,-85.49634,"L29099","118044211"
"49-262",46.1536,-85.51315,"L25247","118044311"
"49-27",45.96027,-84.87038,"L5975","118045133"
"49-273",46.09721,-85.55982,"L26446","118044699"
"49-274",46.09249,-85.5751,"L23848","118044761"
"49-275",46.1436,-85.66538,"L28931","{88C3B3C4-3CF5-454D-9129-5AD90C905196}"
"49-28",45.95582,-84.84093,"L7707","118045149"
"49-280",46.17499,-85.7626,"L23138","44364664"
"49-281",46.15554,-85.81732,"L24128","44364976"
"49-285",46.13082,-85.79204,"L24381","44365308"
"49-286",46.11971,-85.75177,"L31607","44365366"
"49-287",46.11388,-85.76871,"L31152","44365482"
"49-288",46.11554,-85.8001,"L26616","44365586"
"49-292",46.23761,-85.11343,"L28673","86671971"
"49-294",46.23694,-85.16947,"L30797","86671997"
"49-3",45.77888,-84.40927,"L48171",NA
"49-30",45.95487,-84.77969,"L13540","118045131"
"49-312",46.20277,-85.17954,"L24829","86672235"
"49-318",46.16638,-85.23371,"L23165","118043817"
"49-319",46.16999,-85.23815,"L23953","{54747EEF-0653-4A9A-988D-448172324B5D}"
"49-321",46.24185,-85.26147,"L29333","86672003"
"49-329",46.23019,-85.33673,"L23307","86672103"
"49-33",45.9386,-84.78815,"L12082","118045183"
"49-333",46.22121,-85.27824,"L24047","86672143"
"49-336",46.19499,-85.3026,"L29183","86672271"
"49-34",45.93832,-84.80288,"L7291","118045201"
"49-347",46.18471,-85.30649,"L28828","118043733"
"49-353",46.17027,-85.33343,"L28241","118043891"
"49-354",46.23777,-85.39093,"L23463","86672081"
"49-355",46.22999,-85.39482,"L24947","86672159"
"49-357",46.24165,-85.41038,"L26664","86672059"
"49-359",46.24193,-85.4176,"L27391","86672069"
"49-360",46.24385,-85.42055,"L25596","86672067"
"49-364",46.2436,-85.47899,"L27777","86672095"
"49-365",46.2136,-85.44121,"L25719","118043677"
"49-368",46.22307,-85.42312,"L30989","86672229"
"49-369",46.22221,-85.42427,"L30989","86672229"
"49-371",46.2286,-85.38038,"L24833","86672163"
"49-374",46.22527,-85.36815,"L28223","86672173"
"49-375",46.20888,-85.4101,"L29270","86672261"
"49-377",46.20317,-85.40909,"L28744","86672269"
"49-386",46.1911,-85.41982,"L31947","118043739"
"49-399",46.23621,-85.54128,"L31180","118043607"
"49-4",45.7886,-84.41677,"L48198",NA
"49-412",46.22693,-85.55658,NA,NA
"49-42",45.91335,-84.85664,"L1962","118045477"
"49-43",45.90666,-84.76704,"L25665","118045443"
"49-430",46.21697,-85.71447,"L27771","44363880"
"49-435",46.23749,-85.85399,"L28849","44363758"
"49-437",46.19804,-85.85315,"L25887","44364398"
"49-438",46.18582,-85.81899,"L28179","44364530"
"49-44",45.90304,-84.75093,"L29592","118045465"
"49-441",46.18356,-85.83264,"L30096","44364566"
"49-442",46.00698,-84.43399,"L48182",NA
"49-443",45.89518,-84.75314,"L12107","118045523"
"49-444",45.98641,-84.74763,"L28581","118044923"
"49-445",45.9535,-84.76622,"L965","118045121"
"49-446",45.74693,-84.43788,"L48202",NA
"49-447",46.15415,-85.86396,NA,NA
"49-448",46.22242,-85.26535,"L26970","86672115"
"49-449",46.19052,-85.41324,"L29327","118043743"
"49-45",45.99999,-84.93343,"L7218","118044901"
"49-450",46.19152,-85.65099,"L26330","118043921"
"49-451",45.99281,-84.27188,"L25445","123111641"
"49-452",45.97761,-84.69615,"L23284","118044959"
"49-453",45.72513,-84.42209,"L48185",NA
"49-454",46.12955,-85.09979,"L25306","123111096"
"49-455",46.20849,-85.25074,"L29600","86672223"
"49-456",46.12262,-85.12297,"L31441","118044167"
"49-457",45.9387,-84.74093,"L27745","118045197"
"49-458",46.04743,-84.79041,"L28254","123111534"
"49-459",46.07753,-85.10811,"L28944","118044545"
"49-460",46.04033,-84.81676,"L30659","123111629"
"49-461",46.21331,-85.27231,"L27357","86672207"
"49-462",46.02857,-85.60519,"L12879","118045045"
"49-463",46.24188,-85.59946,"L25388","118043591"
"49-464",46.23572,-85.53067,"L23375","118043577"
"49-465",46.00094,-84.4757,"L23515","123111685"
"49-466",45.88475,-84.81413,"L7170","118045591"
"49-467",45.99539,-85.66454,"L37031","118045319"
"49-47",45.93394,-84.88439,"L6751","118045309"
"49-48",45.9356,-84.8811,"L3393","118045291"
"49-49",45.93016,-84.885,"L11488","118045369"
"49-50",45.93126,-84.88146,"L6527","118045351"
"49-51",45.92793,-84.87548,"L6184","118045383"
"49-52",45.93345,-84.86715,"L9218","118045301"
"49-53",45.93438,-84.86578,"L2207","118045299"
"49-54",45.93772,-84.86607,"L5158","118045253"
"49-55",45.91889,-84.87303,"L8883","118045409"
"49-6",45.75982,-84.46333,NA,NA
"49-60",45.98027,-85.70621,"L37141","118045461"
"49-62",45.97249,-85.70732,"L37222","118045513"
"49-64",46.01527,-84.35093,"L27331","123111418"
"49-65",45.98604,-84.25479,"L29474","123111671"
"49-69",46.0411,-84.44315,"L28310","123111225"
"49-7",45.7486,-84.45843,"L48201",NA
"49-70",46.03138,-84.47149,"L24095","123111360"
"49-73",46.01749,-84.36482,"L27584","123111424"
"49-76",46.05638,-84.69593,"L31719","123111300"
"49-8",45.74582,-84.41427,"L48200",NA
"49-82",46.01438,-84.82142,"L5043","118044831"
"49-85",45.9886,-84.75177,"L13583","118044919"
"49-86",46.06729,-84.86702,"L28042","123111337"
"49-87",46.04715,-84.86146,"L32041","123111612"
"49-95",46.06984,-85.09378,NA,NA
"49-97",46.01804,-85.00843,"L291","118044907"
"5-1",44.82789,-85.35028,"L5784","155417513"
"5-10",44.9311,-84.9951,"L6990","155417443"
"5-101",45.16471,-85.22704,"L10591","155417348"
"5-102",45.19082,-85.23676,"L2866","155417335"
"5-103",45.19527,-85.29899,"L8494","155417332"
"5-105",45.19165,-85.31676,"L4757","155417333"
"5-107",45.17777,-85.31121,"L292","155417339"
"5-108",45.18804,-85.2901,"L5063","155417336"
"5-109",45.17749,-85.27371,"L7479","155417340"
"5-11",44.89027,-85.06843,"L6083","155417467"
"5-110",45.15415,-85.24454,"L7499","155417358"
"5-111",45.16527,-85.26899,"L3069","155417350"
"5-114",45.13165,-85.29232,"L10804","155417366"
"5-116",45.07881,-84.99143,"L5661","155417377"
"5-117",45.07706,-84.9918,"L10592","155417379"
"5-118",45.0761,-84.98815,"L12576","155417380"
"5-119",45.07595,-84.98461,"L8929","155417381"
"5-120",45.00936,-85.15675,"L11260","155417410"
"5-121",44.90932,-85.19927,"L4632","155417453"
"5-122",44.9082,-85.19839,NA,NA
"5-123",44.94825,-84.97778,NA,NA
"5-124",44.94921,-84.97802,NA,NA
"5-125",44.94639,-84.97755,NA,NA
"5-126",45.02297,-85.17563,"L6862","155417407"
"5-127",44.896,-85.15437,"L12895","155417465"
"5-15",44.88582,-85.06954,"L12791","155417469"
"5-18",44.8841,-85.07393,NA,NA
"5-2",44.86665,-85.38343,"L5051","155417505"
"5-20",44.86835,-85.04445,"L12957","155417483"
"5-25",44.91587,-85.13773,"L8836","155417450"
"5-26",44.90388,-85.17121,"L10066","155417456"
"5-27",44.9086,-85.18343,"L10062","155417452"
"5-32",44.90804,-85.19753,"L9922","155417454"
"5-34",44.8936,-85.15065,"L2527","155417466"
"5-35",44.88502,-85.13006,"L13358","155417475"
"5-36",44.88165,-85.1251,"L13795","155417476"
"5-37",44.87415,-85.13093,"L418","155417480"
"5-38",44.88165,-85.13565,"L13358","155417475"
"5-39",44.88406,-85.13338,"L10897","155417473"
"5-40",44.88416,-85.13645,"L3739","155417472"
"5-41",44.88554,-85.15037,"L1402","155417471"
"5-42",44.87941,-85.14149,"L4948","155417479"
"5-43",44.88193,-85.1551,"L2534","155417477"
"5-45",44.86679,-85.10126,"L8927","155417484"
"5-5",44.90082,-84.91931,"L3303","60087616"
"5-50",44.95721,-85.22426,"L3190","155417427"
"5-51",44.98332,-85.30843,"L9685","155417478"
"5-53",44.93888,-85.33343,"L6664","155417439"
"5-54",44.92888,-85.28037,"L5313","155417446"
"5-55",44.92749,-85.24454,"L4175","155417449"
"5-57",44.93554,-85.38204,"L10263","155417444"
"5-58",44.90471,-85.39926,"L12376","155417455"
"5-59",44.85665,-85.44149,"L10064","155417488"
"5-6",44.87693,-84.92926,"L7821","60087634"
"5-64",44.94527,-84.90204,"L11279","155417434"
"5-68",44.96388,-85.00676,"L642","155417424"
"5-7",44.94534,-84.97701,"L2095","155417436"
"5-75",45.0236,-85.22065,"L9145","155417412"
"5-76",44.9797,-85.20404,"L11389","155417414"
"5-77",44.97832,-85.19287,"L1184","155417416"
"5-80",44.95375,-85.13358,"L48401",NA
"5-82",44.97415,-85.34954,"L4525","155417417"
"5-85",45.05693,-84.86149,"L184","155417395"
"5-86",45.05166,-84.86149,"L48410",NA
"5-89",45.11249,-85.20121,"L9804","155417371"
"5-90",45.08721,-85.14676,"L2834","155417375"
"5-91",45.06999,-85.17649,"L1182","155417389"
"5-92",45.06221,-85.16537,"L3241","155417391"
"5-93",45.12888,-85.24843,"L1295","155417369"
"5-94",45.10665,-85.25537,"L12689","155417373"
"5-97",45.08388,-85.26287,"L179","155417384"
"50-128",42.64345,-83.08254,"L8878","146647086"
"50-130",42.64762,-83.07993,"L10231","146647067"
"50-131",42.64911,-83.0849,"L6528","146647070"
"50-132",42.64756,-83.07599,"L12110","146647078"
"50-153",42.80027,-83.06093,"L12958","146646404"
"50-154",42.7876,-83.07238,"L1003","146646450"
"50-156",42.78555,-83.07426,"L4225","146646481"
"50-157",42.78832,-83.08593,"L48315",NA
"50-159",42.77555,-83.06898,"L9432","146646548"
"50-160",42.78027,-83.07732,"L5708","146646504"
"50-175",42.71891,-83.08994,"L5665","146646749"
"50-177",42.79443,-82.96315,NA,NA
"50-179",42.76799,-82.93388,NA,NA
"50-202",42.85277,-83.02454,"L384","146646224"
"50-204",42.8461,-83.08037,"L5506","146646235"
"50-206",42.83388,-83.05148,"L10558","146646278"
"50-209",42.82666,-83.06537,"L9654","146646304"
"50-212",42.81743,-83.08704,"L11251","146646359"
"50-214",42.80666,-83.05926,"L1935","146646381"
"50-224",42.66352,-82.85542,"L21737","155396315"
"50-225",42.79597,-82.78622,"L13952","155396294"
"50-226",42.67818,-83.08125,"L12696","146646964"
"50-227",42.74466,-83.06775,"L10740","146646633"
"50-228",42.63495,-83.08322,"L152","146647123"
"50-229",42.75902,-82.80846,"L7689","146646560"
"50-230",42.61757,-82.97997,"L9885","146647153"
"50-231",42.77294,-83.07423,NA,NA
"50-232",42.67434,-83.08126,"L12983","146646998"
"50-233",42.67037,-83.07577,"L12983","146646998"
"50-234",42.67178,-83.07061,"L12983","146646998"
"50-235",42.7894,-83.05578,"L12637","146646453"
"50-236",42.63743,-83.07533,"L2182","146647120"
"50-237",42.63984,-82.83797,"L20584","155396324"
"50-238",42.87137,-83.08909,"L10813","146646203"
"50-239",42.73023,-82.74237,"L11238","155396300"
"50-240",42.51267,-83.04218,"L22968","146647275"
"50-241",42.64664,-83.01218,"L13870","146647071"
"50-242",42.64297,-83.01175,"L1155","146647089"
"50-243",42.63887,-83.01616,"L13989","146647109"
"50-244",42.53822,-82.90472,"L17873","155396353"
"50-245",42.74369,-82.81451,"L9997","146646640"
"50-246",42.78303,-83.06442,NA,NA
"50-247",42.69513,-83.00828,"L13552","146646877"
"50-248",42.84188,-82.86717,"L7953","146646239"
"50-249",42.84464,-82.86549,"L6511","146646231"
"50-250",42.83968,-82.86755,"L7953","146646239"
"50-251",42.54542,-82.89519,"L17169","155396347"
"50-252",42.87808,-83.02025,"L7574","146646182"
"50-253",42.6242,-82.97776,"L3533","146647149"
"50-254",42.60116,-82.86714,"L17724","146647197"
"50-92",42.56154,-82.84683,NA,NA
"50-99",42.56864,-82.78572,NA,NA
"51-11",44.22027,-85.94176,"L22294","60090452"
"51-118",44.29721,-86.29176,"L20957","129225563"
"51-121",44.26501,-86.27835,NA,NA
"51-126",44.36245,-85.81978,"L14299","60089640"
"51-127",44.42165,-85.95343,"L14979","60089436"
"51-128",44.38499,-85.99371,"L22605","60089590"
"51-129",44.38553,-86.00209,"L14285","60089584"
"51-130",44.38888,-86.03371,"L22251","60089586"
"51-132",44.43332,-86.15287,"L18128","60089362"
"51-133",44.38429,-86.17221,"L18980","129223518"
"51-135",44.3742,-86.14106,"L15515","60089700"
"51-136",44.37804,-86.12482,"L16535","60089674"
"51-137",44.36971,-86.14371,"L22743","60089708"
"51-138",44.36277,-86.14926,"L15988","129225494"
"51-14",44.20443,-85.93454,"L21099","60090530"
"51-140",44.35443,-86.13065,"L14628","60089816"
"51-142",44.35999,-86.24037,"L17513","{394AFB10-39A1-488C-8638-A0EEC17BEB97}"
"51-143",44.38471,-86.18982,"L21833","129223517"
"51-149",44.4772,-85.92918,"L22545","60088894"
"51-157",44.45713,-85.87566,"L18164","60089048"
"51-161",44.43665,-86.00148,"L19481","60089356"
"51-162",44.50165,-86.12343,"L20353","{36DB2CE5-8E5E-43DC-9873-493B75E8432E}"
"51-163",44.48665,-86.07593,"L15131","60088896"
"51-167",44.48332,-86.23343,"L15882","{C8F068BE-F0A7-41F7-91F4-DA8F348D8509}"
"51-169",44.25552,-86.33306,"L48428",NA
"51-170",44.16619,-85.9476,"L48396",NA
"51-18",44.17378,-85.9021,"L22142","60090812"
"51-20",44.25217,-86.04624,"L18049","60090226"
"51-21",44.21546,-85.96045,"L21229","60090486"
"51-22",44.22054,-85.96453,"L18715","60090462"
"51-24",44.21388,-85.98065,"L21117","60090508"
"51-25",44.19221,-86.00287,"L20041","60090668"
"51-27",44.20138,-85.94575,"L21500","60090568"
