subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments,
59966310,"[['2:50', '2:50PM-9:40AM', '2:50', 'P.M.-9:40'], ['P.M.', '', 'pm', ''], ['-', '', '-', ''], ['9:40', '', '9:40', ''], ['A.M.', '', 'am', 'A.M.']]",1.8,2:50 P.M. - 9:40 A.M.,2:50 P.M. - 9:40 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ROSE_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ROSE_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ROSE_FISHc_0007_2.jpeg,
59966343,"[['3:15', '3:15', '3:15'], ['', 'P.M.', 'PM'], ['', '-', '-'], ['P.M-8:30', '8:30', '8:30'], ['A.M', 'A.M.', 'AM']]",1.8,3:15 P.M. - 8:30 A.M,3:15 P.M. - 8:30 A.M,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0012_2.jpeg,
59966344,"[['3:30', '3:30', '3:30'], ['P.M.-', 'PM', ''], ['', '-', ''], ['9:15', '9:15', 'PM-9:15'], ['A.M.', 'AM', 'AM']]",1.8,3:30 P.M.- - 9:15 AM,3:30 P.M.- 9:15 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_SOUTH_FISHc_0013_2.jpeg,
59966377,"[['5:00', '5:00', '5:00p.m.'], ['pm', 'p.m.', ''], ['-', '-', '-'], ['8:00', '8:00', '8:00a.m.'], ['am', 'a.m.', '']]",1.8,5:00 pm - 8:00 am,5:00 pm - 8:00 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0016_2.jpeg,
59966379,"[['8:00', '8:00', ''], ['a.m.', 'am', '8am'], ['-', '-', '-'], ['6:00', '6:00', ''], ['p.m.', 'pm', '6pm']]",1.8,8:00 a.m. - 6:00 p.m.,8:00 a.m. - 6:00 p.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_DUCK_FISHc_0018_2.jpeg,
59966401,"[['4:40', '4:40', '4:40pm'], ['p.m.', 'P.M', 'to'], ['-', '-', ''], ['11:30', '11:30', '11:30'], ['a.m.', 'A.M.', 'am']]",1.8,4:40 p.m. - 11:30 a.m.,4:40 p.m. - 11:30 a.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0007_2.jpeg,
59966402,"[['6:10', '6:10', '6:10'], ['', '', 'P.M.'], ['', '', '-'], ['PM-11:45', 'PM-11:45', '11:45'], ['AM', 'AM', 'A.M.']]",1.8,6:10 P.M. - PM-11:45 AM,6:10 P.M. -11:45 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HART_FISHc_0010_2.jpeg,
59966418,"[['5:10', '5:10', '5:10'], ['', 'P', 'P.'], ['', '-', '-'], ['PM-10:10', '10:10', '10:10'], ['AM', 'A', 'A.']]",1.8,5:10 P - 10:10 AM,5:10 P - 10:10 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0004_2.jpeg,
59966422,"[['2:40', '2:40', '2:40'], ['p.m.', 'pm', 'PM-1:20'], ['-', '-', 'PM'], ['1:20', '1:20', ''], ['p.m.', 'pm', '']]",1.8,2:40 p.m. - 1:20 p.m.,2:40 p.m. - 1:20 p.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0010_2.jpeg,
59966427,"[['4:00', '4:00', ''], ['P;', 'p.m.', '4pm'], ['-', '-', '-'], ['11:45', '11:45', '11.45am'], ['AM', 'a.m.', '']]",1.8,4:00 P; - 11:45 AM,4:00 PM- 11:45 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_HOMER_FISHc_0013_2.jpeg,
59966453,"[['3:55', '3:55', '3:55'], ['p.m.', '', ''], ['-', '', ''], ['12:00', 'PM-12:00', 'PM-12:00'], ['noon', 'Noon', 'Noon']]",1.8,3:55 p.m. - PM-12:00 Noon,3:55 p.m. -12:00 pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_LYON_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_LYON_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_LYON_FISHc_0005_2.jpeg,
59966477,"[['3:10', '3:10', '3:10'], ['P.M--9:15', 'PM', 'P.M.'], ['a.', '-', '-'], ['', '9:15', '9:15'], ['m', 'am', 'A.M.']]",1.8,3:10 P.M--9:15 - 9:15 m,3:10 P.M-9:15 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0012_2.jpeg,
59966483,"[['3:50', '3:50', '3:50'], ['P.M.', 'pm', ''], ['-', '-', ''], ['11', '11', 'PM-11'], ['A.M.', 'am', 'a.m.']]",1.8,3:50 P.M. - 11 A.M.,3:50 P.M. - 11 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0016_2.jpeg,
59966489,"[['9:50', '9:50', '9:50'], ['am', 'a.m.', 'AM-8:15'], ['-', '-', 'AM'], ['8:15', '8:15', ''], ['am', 'a.m.', '']]",1.8,9:50 am - 8:15 am,9:50 am - 8:15 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0026_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0026_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0026_2.jpeg,
59966514,"[['6pm', '6', '6'], ['to', 'PM', 'PM'], ['', '-', '-'], ['11am', '11', '11'], ['', 'AM', 'AM.']]",1.8,6 PM - 11 AM,6 PM - 11 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0017_2.jpeg,
59966515,"[['5', '5', ''], ['p.m.', 'PM', '5PM-10'], ['-', '-', ''], ['10', '10', ''], ['a.m.', 'AM', 'AM']]",1.8,5 p.m. - 10 AM,5 p.m. - 10 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0015_2.jpeg,
59966528,"[['8:30', '8:30', '8:30'], ['P.M.', 'pm', ''], ['-', '-', ''], ['9:00', '9:00', 'PM-9:00'], ['A.M.', 'am', 'AM']]",1.8,8:30 P.M. - 9:00 A.M.,8:30 P.M. - 9:00 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0029_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0029_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_BIRCH_FISHc_0029_2.jpeg,
59966545,"[['6:55', '6:55', '6:55'], ['', 'P.M.', ''], ['', '-', ''], ['PM-10:00', '10:10', 'PM-10:00'], ['AM', 'A.M.', 'AM']]",1.8,6:55 P.M. - PM-10:00 AM,6:55 P.M. - 10:00 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0012_2.jpeg,
59966547,"[['5:30', '5:30', '5:30'], ['p.m.', 'PM-6:30', 'p.m.'], ['', 'PM', '-'], ['-6:30', '', '6:30'], ['p.m.', '', 'p.m.']]",1.8,5:30 p.m. PM -6:30 p.m.,5:30 p.m. -6:30 p.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0001_2.jpeg,
59966560,"[['1:00-4:00', '1:00', '1:00'], ['', 'pm', 'p.m.'], ['', '-', '-'], ['', '4:00', '4:00'], ['pm', 'pm', 'p.m.']]",1.8,1:00 pm - 4:00 pm,1:00 pm - 4:00 pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966583,"[['4:20', '4:20', '4:20'], ['', 'PM', ''], ['pm-', '-', ''], ['10:25', '10:25', 'PM-10:25'], ['am', 'AM', 'AM']]",1.8,4:20 PM pm- 10:25 AM,4:20 PM - 10:25 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_DONNELL_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_DONNELL_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_DONNELL_FISHc_0015_2.jpeg,
59966600,"[['4:15', '4:15', '4:15'], ['P', '', 'P.'], ['-', '', '-'], ['10:40', 'PM-10:40', '10:40'], ['A', 'AM', 'A.']]",1.8,4:15 P - 10:40 A,4:15 PM - 10:40 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0008_2.jpeg,
59966610,"[['11:50', '11:50', '11:5'], ['A', '', 'am'], ['-', '', '-'], ['10:50', 'A-10:50', '10:50'], ['A', 'A', 'am']]",1.8,11:50 A - 10:50 A,11:50 AM - 10:50 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0017_2.jpeg,
59966612,"[['12:20', '12:20', '12:20'], ['P', 'P', ''], ['-', '-', ''], ['10A', '10', 'PM-10'], ['', 'A', 'AM']]",1.8,12:20 P - 10A A,12:20 PM - 10AM AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_EAGLE_FISHc_0018_2.jpeg,
59966617,"[['3:35', '3:35', '3:35PM.'], ['P.M.', 'P.M.', ''], ['', '-', ''], ['9:45', '9:45', '9:45AM'], ['A.M.', 'A.M.', '']]",1.8,3:35 P.M. - 9:45 A.M.,3:35 P.M. - 9:45 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0005_2.jpeg,
59966621,"[['1:10PM-9:00AM', '1.10pm', '1:10', '1:10'], ['', '', 'P.M.', 'PM'], ['', '-', '-', '-'], ['', '9am', '9:00', '9:00'], ['', '', 'A.M.', 'AM']]",1.8,1:10 P.M. - 9:00 A.M.,1:10 P.M. - 9:00 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0008_2.jpeg,
59966629,"[['4P', '4P', '4'], ['', '', 'P'], ['-', '-', '-'], ['10A', '10A', '10'], ['', '', 'A']]",1.8,4P P - 10A A,4P PM - 10AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HEMLOCK_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HEMLOCK_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HEMLOCK_FISHc_0002_2.jpeg,
59966665,"[['3:55', '3:55', '3:55'], ['PM', 'PM-9:20', 'P<-9:20'], ['-', '', ''], ['9:20', '', ''], ['AM', 'AM', 'AM']]",1.8,3:55 PM - 9:20 AM,3:55 PM - 9:20 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0014_2.jpeg,
59966673,"[['2:10', '2:10', '2:10'], ['pm', 'P.M.', ''], ['-', '-', ''], ['9:07', '9:07', 'PM-9:07'], ['am', 'A.M.', 'AM']]",1.8,2:10 pm - 9:07 am,2:10 pm - 9:07 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0021_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0021_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_SHAVEHEAD_FISHc_0021_2.jpeg,
59966723,"[['4:30PM', '4:30', '4:30'], ['', 'PM', 'P.M.'], ['to', 'to', 'to'], ['9:15AM', '9:15', '9:15'], ['', 'AM', 'A.M.']]",1.8,4:30 PM to 9:15 AM,4:30 PM -9:15 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Gourdneck_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Gourdneck_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Gourdneck_FISHc_024.jpg,
59966742,"[['4:20', '4.20PM', '4:20'], ['p.m.', '', 'pm'], ['-', '-', '-'], ['11:00', '11.00AM', '11:00'], ['a.m.', '', 'am']]",1.8,4:20 p.m. - 11:00 a.m.,4:20 p.m. - 11:00 a.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Lawler_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Lawler_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Lawler_FISHc_015.jpg,
59966748,"[['3:10', '3:10', '3:10'], ['pm', 'P.M.', ''], ['-', '-', ''], ['9:45', '9:45', 'PM-9:45'], ['am', 'A.M.', 'AM']]",1.8,3:10 pm - 9:45 am,3:10 pm - 9:45 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Long_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Long_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Long_FISHc_056.jpg,
59966845,"[['5:30', '5:30', '5:30'], ['', 'P.M.', 'PM'], ['', '-', '-'], ['PM-10:30AM', '10:30', '10:30'], ['', 'A.M.', 'AM']]",1.8,5:30 P.M. - 10:30 A.M.,5:30 P.M. - 10:30 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_033.jpg,
59966871,"[['6:15', '6:15', '6:15'], ['P.M.-', 'P.M.', ''], ['', '-', ''], ['9:45', '9:45', 'PM-9:45'], ['A.M.', 'A.M.', 'AM']]",1.8,6:15 P.M.- - 9:45 A.M.,6:15 P.M.- 9:45 A.M.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Devils_FISHc_087.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Devils_FISHc_087.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Devils_FISHc_088.jpg,
59966977,"[['3:00', '3:00', '3:00P'], ['P', 'pm', ''], ['-', '-', '-'], ['9:00', '9:00', '9:00A'], ['A', 'am', '']]",1.8,3:00 P - 9:00 A,3:00 PM - 9:00 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_080.jpg,
59966979,"[['', '5', '5'], ['5pm', 'p.m.', 'pm'], ['to', 'to', 'to'], ['12.30pm', '12:30', '12:30'], ['', 'p.m.', 'pm']]",1.8,5 5pm to 12:30 p.m.,5pm - 12:30 p.m.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_090.jpg,
59966982,"[['6', '6', ''], ['pm', 'p.m.', '6pm'], ['to', 'to', 'to'], ['11', '11', '11am'], ['am', 'a.m.', '']]",1.8,6 pm to 11 am,6 pm -11 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_096.jpg,
59966984,"[['3:00', '3:00', '3:00'], ['', '', 'P'], ['', '', '-'], ['PM-9:00', 'PM-9:00', '9:00'], ['AM', 'AM', 'A']]",1.8,3:00 P - PM-9:00 AM,3:00 PM-9:00 AM,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_099.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_099.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_100.jpg,
59966995,"[['6:00', '6', '6'], ['pm', 'PM', 'PM'], ['-', '-', '-'], ['9:00', '9', ''], ['am', 'AM', '9AM']]",1.8,6 PM - 9:00 am,6 PM - 9:00 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_131.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_131.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_132.jpg,
59967015,"[['9', '9', '9'], ['am', 'a.m.', 'AM-8'], ['-', '-', 'AM'], ['8', '8', ''], ['am', 'a.m.', '']]",1.8,9 am - 8 am,9 am - 8 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_177.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_177.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_178.jpg,
59967023,"[['8:00', '8', '8'], ['am', 'a.m.', 'a.m'], ['-', '-', '-'], ['8:00', '8', '8'], ['am', 'a.m.', 'a.m']]",1.8,8 am - 8 am,8 am - 8 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_189.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_189.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_PortageBig_FISHc_190.jpg,
59967047,"[['3:35', '3:35', '3:35'], ['P.', 'P', ''], ['-', '-', ''], ['9:10', '9:10', 'PM-9:10'], ['A.', 'A', 'AM']]",1.8,3:35 P. - 9:10 A.,3:35 PM - 9:10 AM.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_055.jpg,
59967060,"[['4:20', '4.20P', '4:20'], ['P.', '', 'P'], ['-', '-', '-'], ['8:55', '8.55A', '8:55'], ['A.', '', 'A']]",1.8,4:20 P. - 8:55 A.,4:20 PM - 8:55 AM.,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_Silver_FISHc_073.jpg,
